form_index,form_group_id,section_number,part_index,part_count,form_title,website_label,description,source_rows,question_count,total_points,question_number_in_form,source_file,source_sheet,source_row,section,rule,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,points,feedback
7,ch2-s05-p01,5,1,1,PSR Chapter 2 Section 5,Chapter 2 Section 5,Public Service Rules Chapter 2 practice quiz. Section 5.,2-47,46,46,46,Chapter2_Section5.xlsx,Chapter2_Section5,47,Chapter 2 Section 5,020501-020509,"Which statement best summarises Chapter 2, Section 5 of the PSR?","It regulates transfer and secondment, including definitions, processing authority, procedures, salary responsibility, transfer-on-promotion, conditions for transfer, junior post transfer and quarterly returns",It deals only with medical treatment abroad,It deals only with annual leave computation,It deals only with disciplinary dismissal,A,"It regulates transfer and secondment, including definitions, processing authority, procedures, salary responsibility, transfer-on-promotion, conditions for transfer, junior post transfer and quarterly returns",1,"Correct. PSR Chapter 2, Section 5, Rules 020501 to 020509 cover transfer and secondment, including definitions, authority to process, procedure, salary responsibility, salary on transfer, transfer-on-promotion, conditions for transfer, transfer on junior posts and quarterly returns."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,1,Chapter2_Section6.xlsx,Chapter2_Section6,2,Chapter 2 Section 6,20601,"Under Rule 020601, what is posting?",A disciplinary removal from office,The initial assignment of an Officer to a position/job schedule in an MDA or reassignment within or outside his current MDA/Department,A permanent transfer from one scheduled Service to another,A temporary release to an international organization,B,The initial assignment of an Officer to a position/job schedule in an MDA or reassignment within or outside his current MDA/Department,1,"Correct. Under PSR Chapter 2, Section 6, Rule 020601, posting is the initial assignment of an Officer to a position/job schedule in an MDA or reassignment to another position/job schedule within or outside his current MDA/Department."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,2,Chapter2_Section6.xlsx,Chapter2_Section6,3,Chapter 2 Section 6,20601,What is one purpose of posting under Rule 020601?,To help employees gain wide experience on the intricacies of government business,To automatically terminate employment,To replace annual leave entitlement,To avoid performance management,A,To help employees gain wide experience on the intricacies of government business,1,"Correct. Under PSR Rule 020601, posting helps employees acquaint themselves with activities of various offices and gain wide experience on the intricacies of government business."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,3,Chapter2_Section6.xlsx,Chapter2_Section6,4,Chapter 2 Section 6,20601,Posting may involve reassignment to another job schedule in which location?,Only within the Officer’s current Department,Only outside the Federal Public Service,Within or outside the Officer’s current MDA/Department,Only in the Officer’s home town,C,Within or outside the Officer’s current MDA/Department,1,Correct. PSR Rule 020601 provides that posting may be an initial assignment or reassignment within or outside the Officer’s current MDA/Department.
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,4,Chapter2_Section6.xlsx,Chapter2_Section6,5,Chapter 2 Section 6,20602,"Under Rule 020602, senior staff may be posted or redeployed in accordance with what?",The approved Employee Mobility Policy,The Officer’s private preference only,The Staff Union election timetable,The leave roster,A,The approved Employee Mobility Policy,1,"Correct. Under PSR Rule 020602(i), all senior staff can be posted and/or redeployed to a new post in accordance with the approved Employee Mobility Policy."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,5,Chapter2_Section6.xlsx,Chapter2_Section6,6,Chapter 2 Section 6,20602,What does Rule 020602 say about posting Officers outside their Professional Cadres?,It is encouraged for all Officers,It is allowed without approval,It is prohibited,It is compulsory every year,C,It is prohibited,1,"Correct. Under PSR Rule 020602(ii), posting of Officers to posts outside their Professional Cadres is prohibited."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,6,Chapter2_Section6.xlsx,Chapter2_Section6,7,Chapter 2 Section 6,20602,How often is posting of pool Officers in the Service mandatory under Rule 020602?,Every four years,Every month,Every ten years,Only at retirement,A,Every four years,1,"Correct. Under PSR Rule 020602(iii), posting of pool Officers in the Service shall be mandatory after every four years."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,7,Chapter2_Section6.xlsx,Chapter2_Section6,8,Chapter 2 Section 6,20602,Failure of an Officer to proceed on posting is regarded as what under Rule 020602?,Annual leave,Misconduct,Promotion,Retirement,B,Misconduct,1,"Correct. Under PSR Rule 020602(iv), failure of an Officer to proceed on posting shall be regarded as misconduct."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,8,Chapter2_Section6.xlsx,Chapter2_Section6,9,Chapter 2 Section 6,20602,"What may happen to Ministries, Extra-Ministerial Departments or Agencies that reject pool Officers deployed to them?",They may face appropriate sanctions,They are automatically promoted,They receive additional leave allowance,They are exempted from posting policy,A,They may face appropriate sanctions,1,"Correct. Under PSR Rule 020602(iv), Ministries, Extra-Ministerial Departments or Agencies that reject pool Officers deployed to them shall face appropriate sanctions."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,9,Chapter2_Section6.xlsx,Chapter2_Section6,10,Chapter 2 Section 6,20602,Which statement best summarises the conditions for posting under Rule 020602?,"Senior staff may be posted under the Employee Mobility Policy, posting outside professional cadres is prohibited, pool Officers are posted every four years, and failure to proceed is misconduct","Only junior Officers may be posted, and posting outside professional cadres is compulsory",Posting is voluntary and cannot attract misconduct,Pool Officers may reject posting without consequence,A,"Senior staff may be posted under the Employee Mobility Policy, posting outside professional cadres is prohibited, pool Officers are posted every four years, and failure to proceed is misconduct",1,"Correct. PSR Rule 020602 sets the conditions for posting: senior staff may be redeployed under the Employee Mobility Policy, posting outside professional cadres is prohibited, pool Officers are posted every four years, and failure to proceed is misconduct."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,10,Chapter2_Section6.xlsx,Chapter2_Section6,11,Chapter 2 Section 6,20603,What principle must guide implementation of posting decisions under Rule 020603?,Fairness to all Officers,Favouritism to selected Officers,Use of posting as punishment,Political influence,A,Fairness to all Officers,1,"Correct. Under PSR Rule 020603, fairness to all Officers shall be an underlying principle in implementing posting decisions."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,11,Chapter2_Section6.xlsx,Chapter2_Section6,12,Chapter 2 Section 6,20603,Posting decisions must not be used as a tool for what under Rule 020603?,"Coercion, punishment or cronyism",Training and experience,Mobility and exposure,Service improvement,A,"Coercion, punishment or cronyism",1,"Correct. Under PSR Rule 020603, the posting system must not be used as a tool for coercion, punishment or cronyism."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,12,Chapter2_Section6.xlsx,Chapter2_Section6,13,Chapter 2 Section 6,20603,"Under Rule 020603, posting should not result in loss of what in any Department, Division or Unit?",Institutional memory,Office furniture only,Annual leave forms,Staff Union registers,A,Institutional memory,1,"Correct. Under PSR Rule 020603(i), posting should not result in the loss of institutional memory in any Department, Division or Unit."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,13,Chapter2_Section6.xlsx,Chapter2_Section6,14,Chapter 2 Section 6,20603,"Posting should not impair a Department, Division or Unit’s ability to do what?",Continue to provide quality service to internal and external stakeholders,Stop all Government work,Reject pool Officers,Ignore approved policies,A,Continue to provide quality service to internal and external stakeholders,1,"Correct. Under PSR Rule 020603(i), posting should not impair the ability of any Department, Division or Unit to continue providing quality service to internal and external stakeholders."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,14,Chapter2_Section6.xlsx,Chapter2_Section6,15,Chapter 2 Section 6,20603,"Under Rule 020603, posting should not result in loss of an employee involved in what kind of project?",A service-wide project designated as high priority during the lifespan of the project,A private business project,A Staff Union campaign only,A family project,A,A service-wide project designated as high priority during the lifespan of the project,1,"Correct. Under PSR Rule 020603(ii), posting should not result in the loss of an employee involved in any service-wide project designated as high priority during the lifespan of the project."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,15,Chapter2_Section6.xlsx,Chapter2_Section6,16,Chapter 2 Section 6,20603,Which statement correctly reflects the procedure for posting under Rule 020603?,"Posting must be fair and must not be used for coercion, punishment or cronyism",Posting must always punish difficult Officers,Posting must ignore institutional memory,Posting must remove Officers from high-priority projects at all times,A,"Posting must be fair and must not be used for coercion, punishment or cronyism",1,"Correct. PSR Rule 020603 requires fairness in posting decisions and prohibits using posting as a tool for coercion, punishment or cronyism."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,16,Chapter2_Section6.xlsx,Chapter2_Section6,17,Chapter 2 Section 6,20604,Posting under Rule 020604 is intended to give every employee what opportunity?,Opportunity to acquire as much whole-service work experience as possible,Opportunity to avoid official responsibility,Opportunity to remain permanently in one schedule,Opportunity to reject all pool postings,A,Opportunity to acquire as much whole-service work experience as possible,1,"Correct. Under PSR Rule 020604, posting is to ensure every employee is given the opportunity to acquire as much of the whole-service work experience as possible."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,17,Chapter2_Section6.xlsx,Chapter2_Section6,18,Chapter 2 Section 6,20604,Posting of pool staff must be done in line with what under Rule 020604?,The approved Employee Mobility Policy,The Officer’s private preference only,The Staff Union constitution only,The leave computation circular,A,The approved Employee Mobility Policy,1,"Correct. Under PSR Rule 020604, posting of pool staff shall be done in line with the approved Employee Mobility Policy."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,18,Chapter2_Section6.xlsx,Chapter2_Section6,19,Chapter 2 Section 6,20604,Rule 020604 mainly guides posting of which category of staff?,Pool staff,Retired Officers only,Political appointees only,Contractors only,A,Pool staff,1,"Correct. Under PSR Rule 020604, posting is to guide the posting of pool staff in line with the approved Employee Mobility Policy."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,19,Chapter2_Section6.xlsx,Chapter2_Section6,20,Chapter 2 Section 6,20605,Who is expected to submit a report on compliance with posting instructions?,The Director HR,The Staff Union Chairman,The Officer being posted,The Accountant-General,A,The Director HR,1,"Correct. Under PSR Rule 020605, the Director HR is expected to submit a report on compliance with posting instructions."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,20,Chapter2_Section6.xlsx,Chapter2_Section6,21,Chapter 2 Section 6,20605,To whom should the Director HR submit the report on compliance with posting instructions?,The relevant pool office,The Officer’s family,The Staff Union Secretariat,The nearest police station,A,The relevant pool office,1,"Correct. Under PSR Rule 020605, the Director HR submits the report on compliance with posting instructions to the relevant pool office."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,21,Chapter2_Section6.xlsx,Chapter2_Section6,22,Chapter 2 Section 6,20605,Within what period must the Director HR submit the compliance report after release of posting instructions?,Within three weeks,Within six months,Within one year,Within two days,A,Within three weeks,1,"Correct. Under PSR Rule 020605, the Director HR shall submit the report on compliance within three weeks of the release of the posting instruction."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,22,Chapter2_Section6.xlsx,Chapter2_Section6,23,Chapter 2 Section 6,20606,"Under Rule 020606, when may an Officer seek redress over posting?",Where he believes his movement to another job or location was not done in line with extant rules,Whenever he dislikes any official instruction,Only after retirement,Only when the posting is within the same office,A,Where he believes his movement to another job or location was not done in line with extant rules,1,"Correct. Under PSR Rule 020606, an Officer may seek redress where he is of the opinion that his movement to another job or location was not done in line with extant rules."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,23,Chapter2_Section6.xlsx,Chapter2_Section6,24,Chapter 2 Section 6,20606,Complaints or grievances on posting instructions must be submitted through what channel?,Appropriate channel,Social media only,Family elders only,Private newspaper publication,A,Appropriate channel,1,"Correct. Under PSR Rule 020606, complaints or grievances with respect to posting instructions should be submitted through the appropriate channel."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,24,Chapter2_Section6.xlsx,Chapter2_Section6,25,Chapter 2 Section 6,20606,Within what period should complaints or grievances on posting instructions be submitted after the posting is released?,Within three working days,Within three months,Within one year,Within thirty calendar days,A,Within three working days,1,"Correct. Under PSR Rule 020606, complaints or grievances on posting instructions should be submitted through the appropriate channel within three working days of the release of the posting."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,25,Chapter2_Section6.xlsx,Chapter2_Section6,26,Chapter 2 Section 6,20606,Which statement correctly reflects Rule 020606?,"An Officer may seek redress, but must complain through appropriate channel within three working days of release of the posting",An Officer may refuse posting indefinitely without complaint,An Officer must complain only through the press,An Officer may wait six months before complaining,A,"An Officer may seek redress, but must complain through appropriate channel within three working days of release of the posting",1,"Correct. Under PSR Rule 020606, an Officer may seek redress on posting where extant rules were not followed, but complaints must be routed through appropriate channel within three working days."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,26,Chapter2_Section6.xlsx,Chapter2_Section6,27,Chapter 2 Section 6,20607,Who bears the cost of entitlements due to an employee whose posting requires a change of duty station?,The posting MDA,The Officer personally in all cases,The Staff Union,The employee’s previous landlord,A,The posting MDA,1,"Correct. Under PSR Rule 020607, the cost of entitlements due to the employee whose posting requires a change of duty station shall be borne by the posting MDA."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,27,Chapter2_Section6.xlsx,Chapter2_Section6,28,Chapter 2 Section 6,20607,Rule 020607 applies where posting requires what?,A change of duty station,Only a change of office chair,Only a change of salary account,Only a change of leave address,A,A change of duty station,1,"Correct. Under PSR Rule 020607, posting entitlements apply where the posting requires a change of duty station."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,28,Chapter2_Section6.xlsx,Chapter2_Section6,29,Chapter 2 Section 6,20608,An Officer who desires to live and work where his spouse lives may be allowed to do so if what condition is met?,The Branch of his MDA exists in the spouse’s location and there is a relevant established post at the Branch,The Officer simply refuses all other postings,The spouse requests it from a private employer,The Staff Union automatically approves it,A,The Branch of his MDA exists in the spouse’s location and there is a relevant established post at the Branch,1,"Correct. Under PSR Rule 020608, an Officer may be allowed to live and work where his spouse lives if the Branch of his MDA is found in the spouse’s location and there is a relevant established post at that Branch."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,29,Chapter2_Section6.xlsx,Chapter2_Section6,30,Chapter 2 Section 6,20608,What is Government’s responsibility for relocation cost when the posting is at the Officer’s request to spouse’s location?,Government is not responsible for the cost,Government pays unlimited relocation cost,Government pays only hotel allowance forever,Government pays the spouse’s salary,A,Government is not responsible for the cost,1,"Correct. Under PSR Rule 020608, Government shall not be responsible for the cost of relocating an Officer whose posting is at his request."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,30,Chapter2_Section6.xlsx,Chapter2_Section6,31,Chapter 2 Section 6,20608,Which statement correctly reflects posting to spouse’s location under Rule 020608?,"It may be allowed if the Officer’s MDA has a Branch and relevant established post in the spouse’s location, but Government does not bear relocation cost if the posting is at the Officer’s request",It is automatic even where no MDA Branch exists,Government must pay all relocation costs in every case,It applies only to retired Officers,A,"It may be allowed if the Officer’s MDA has a Branch and relevant established post in the spouse’s location, but Government does not bear relocation cost if the posting is at the Officer’s request",1,"Correct. PSR Rule 020608 allows spouse-location posting only where the MDA has a Branch and relevant established post in the spouse’s location, and Government does not bear relocation cost where the posting is at the Officer’s request."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,31,Chapter2_Section6.xlsx,Chapter2_Section6,32,Chapter 2 Section 6,20609,"Under Rule 020609, what is the primary responsibility of Federal Government employees?",To discharge duties assigned by their employer to the Nigerian public in a timely and efficient manner,To engage only in union activities,To refuse legitimate directives,To avoid assigned duties,A,To discharge duties assigned by their employer to the Nigerian public in a timely and efficient manner,1,"Correct. Under PSR Rule 020609, the primary responsibility of all Federal Government employees is to discharge assigned duties to the Nigerian public in a timely and efficient manner."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,32,Chapter2_Section6.xlsx,Chapter2_Section6,33,Chapter 2 Section 6,20609,Does involvement in staff union activities remove an Officer’s obligation to obey legitimate directives?,"No, Officers must still comply with extant circulars, the PSR and legitimate directives","Yes, union activities override all official directives","Yes, union executives are exempt from the PSR","Yes, if the Officer is a union member",A,"No, Officers must still comply with extant circulars, the PSR and legitimate directives",1,"Correct. Under PSR Rule 020609, notwithstanding involvement in staff union activities, Officers remain obligated to comply with extant circulars, the PSR and legitimate directives issued by appropriate authorities."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,33,Chapter2_Section6.xlsx,Chapter2_Section6,34,Chapter 2 Section 6,20609,Which of the following must union executives still obey under Rule 020609?,"Extant circulars, the PSR and legitimate directives issued by appropriate authorities",Only Staff Union rules,Only private instructions,Only family decisions,A,"Extant circulars, the PSR and legitimate directives issued by appropriate authorities",1,"Correct. Under PSR Rule 020609, Officers involved in staff union activities must still comply with extant circulars, the PSR and obey legitimate directives from appropriate authorities."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,34,Chapter2_Section6.xlsx,Chapter2_Section6,35,Chapter 2 Section 6,20610,"Under Rule 020610, Labour Union Executives shall not be posted out of their MDAs until when?",Until the expiration of their tenure in office,Until after one month of appointment,Until annual leave begins,Until they request promotion,A,Until the expiration of their tenure in office,1,"Correct. Under PSR Rule 020610, Labour Union Executives shall not be posted out of their MDAs until the expiration of their tenure in office."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,35,Chapter2_Section6.xlsx,Chapter2_Section6,36,Chapter 2 Section 6,20610,Which category of Officers is specifically protected from being posted out of their MDAs until tenure expiration?,Labour Union Executives,All probationary Officers,All retired Officers,All contract staff,A,Labour Union Executives,1,"Correct. Under PSR Rule 020610, Labour Union Executives shall not be posted out of their MDAs until their tenure in office expires."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,36,Chapter2_Section6.xlsx,Chapter2_Section6,37,Chapter 2 Section 6,20611,"At the expiration of tenure, what must a Union Executive member not decline?","Redeployment, posting or reassignment of schedule of duties",Annual leave allowance,Medical check-up only,Retirement benefits,A,"Redeployment, posting or reassignment of schedule of duties",1,"Correct. Under PSR Rule 020611, no Union Executive member at the expiration of tenure shall decline redeployment, posting or reassignment of schedule of duties."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,37,Chapter2_Section6.xlsx,Chapter2_Section6,38,Chapter 2 Section 6,20611,Rule 020611 applies at what point in the Union Executive member’s service as union executive?,At the expiration of tenure in office,Before taking the oath of secrecy,Before joining the Service,Only after retirement,A,At the expiration of tenure in office,1,"Correct. Under PSR Rule 020611, the rule applies at the expiration of the Union Executive member’s tenure in office."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,38,Chapter2_Section6.xlsx,Chapter2_Section6,39,Chapter 2 Section 6,20612,What tenure limit must Trade Unions and Staff Associations introduce in their Constitutions?,Two terms,Five terms,Unlimited terms,One term of ten years,A,Two terms,1,"Correct. Under PSR Rule 020612, Trade Unions and Staff Associations are mandated to introduce a tenure limit of two terms in their Constitutions."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,39,Chapter2_Section6.xlsx,Chapter2_Section6,40,Chapter 2 Section 6,20612,"Under Rule 020612, the duration of each union executive tenure shall not be more than what?",Two years,Four years,Five years,One month,A,Two years,1,"Correct. Under PSR Rule 020612, the duration for each tenure shall not be more than two years."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,40,Chapter2_Section6.xlsx,Chapter2_Section6,41,Chapter 2 Section 6,20612,What is the maximum total period an Officer may serve in an executive position during his Service life?,Four years,Eight years,Ten years,One year,A,Four years,1,"Correct. Under PSR Rule 020612, no Officer shall serve more than a total of four years in executive position during his Service life."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,41,Chapter2_Section6.xlsx,Chapter2_Section6,42,Chapter 2 Section 6,20612,Which statement correctly summarises Rule 020612?,"Trade Unions and Staff Associations must limit executive tenure to two terms, each not more than two years, and no Officer may serve more than four years in executive position during Service life",Union executives may serve unlimited terms,Each union tenure must be five years,Only retired Officers may serve in union executive positions,A,"Trade Unions and Staff Associations must limit executive tenure to two terms, each not more than two years, and no Officer may serve more than four years in executive position during Service life",1,"Correct. PSR Rule 020612 mandates Trade Unions and Staff Associations to introduce a two-term limit, with each tenure not exceeding two years, and no Officer serving more than four years total in executive position during Service life."
8,ch2-s06-p01,6,1,1,PSR Chapter 2 Section 6,Chapter 2 Section 6,Public Service Rules Chapter 2 practice quiz. Section 6.,2-43,42,42,42,Chapter2_Section6.xlsx,Chapter2_Section6,43,Chapter 2 Section 6,020601-020612,"Which statement best summarises Chapter 2, Section 6 of the PSR?","It regulates posting of Officers, including definition, conditions, fairness, Employee Mobility Policy, compliance reports, complaints, posting entitlements, spouse-location posting and union executive posting rules",It deals only with recruitment into GL. 07–10,It deals only with confirmation examinations,It regulates only annual leave and maternity leave,A,"It regulates posting of Officers, including definition, conditions, fairness, Employee Mobility Policy, compliance reports, complaints, posting entitlements, spouse-location posting and union executive posting rules",1,"Correct. PSR Chapter 2, Section 6, Rules 020601 to 020612 cover posting of Officers, including definition, conditions, procedure, guide to posting, Director HR reporting duty, posting complaints, entitlements, spouse-location posting, responsibilities of union executives, posting of union executives, redeployment of past union executives and tenure limits."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,1,Chapter2_Section7.xlsx,Chapter2_Section7,2,Chapter 2 Section 7,20701,"Under Rule 020701, when may an acting appointment be made?",When an Officer requests promotion,When a Staff Union recommends it,Where it is necessary for a duty post to continue to be filled and no Officer of corresponding substantive rank is available,Whenever a substantive holder takes casual leave,C,Where it is necessary for a duty post to continue to be filled and no Officer of corresponding substantive rank is available,1,"Correct. Under PSR Chapter 2, Section 7, Rule 020701, acting appointment may be made where it is necessary for a duty post to continue to be filled and no Officer of corresponding substantive rank is available for posting thereto."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,2,Chapter2_Section7.xlsx,Chapter2_Section7,3,Chapter 2 Section 7,20701,What is the minimum status of the duty post contemplated under Rule 020701?,Not lower than GL. 07,Not lower than SGL. 14,Only GL. 03 and below,Only a trainee post,B,Not lower than SGL. 14,1,"Correct. Under PSR Rule 020701, the duty post must be of a status not lower than SGL. 14 before acting appointment may be considered."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,3,Chapter2_Section7.xlsx,Chapter2_Section7,4,Chapter 2 Section 7,20701,Who must approve an acting appointment under Rule 020701?,The Officer’s colleague,The Staff Union,The Officer’s family,The Federal Civil Service Commission or Board,D,The Federal Civil Service Commission or Board,1,"Correct. Under PSR Rule 020701, acting appointment requires the approval of the Federal Civil Service Commission or Board."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,4,Chapter2_Section7.xlsx,Chapter2_Section7,5,Chapter 2 Section 7,20701,How is an Officer formally appointed to act under Rule 020701?,By notice in the gazette,By private verbal instruction only,By social media announcement,By casual leave form,A,By notice in the gazette,1,"Correct. Under PSR Rule 020701, an Officer may be formally appointed by notice in the gazette to act in the duty post."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,5,Chapter2_Section7.xlsx,Chapter2_Section7,6,Chapter 2 Section 7,20701,What duties may an acting Officer assume under Rule 020701?,Only ceremonial duties,No responsibility at all,"Either fully or in part, the duties and responsibilities of the post",Only union duties,C,"Either fully or in part, the duties and responsibilities of the post",1,"Correct. Under PSR Rule 020701, the acting Officer may assume either fully or in part the duties and responsibilities of the duty post."
9,ch2-s07-p01,7,1,1,PSR Chapter 2 Section 7,Chapter 2 Section 7,Public Service Rules Chapter 2 practice quiz. Section 7.,2-43,42,42,6,Chapter2_Section7.xlsx,Chapter2_Section7,7,Chapter 2 Section 7,20702,"Under Rule 020702, does short absence of a substantive holder automatically justify acting appointment?","Yes, it always justifies acting appointment","No, short absence alone does not justify acting appointment","Yes, if the Officer is on casual leave","Yes, if the Officer is on sick leave",B,"No, short absence alone does not justify acting appointment",1,"Correct. Under PSR Rule 020702, the mere fact that the substantive holder of a duty post will be absent for a short period, such as casual leave or sick leave, does not in itself justify an acting appointment."
